object,category,filename,source,date
guitar,Musical Instruments,cleandiskant-B01.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Aco_e6_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,60s_Rock_Guitar - Cleangtr H3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,aaanote.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,crstop.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,GUITAR.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,unison bend.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcousticGuitarSmash_001.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Dmaj.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,5TH.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionslideb1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,lick02.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,ELGUITAR_001.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,chilla_guitar_chops_2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,alex2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,beep.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Aco_a5.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionpickedb2_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,bass001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Electric-Tube10-Chord-short.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,chilla_guitar_chops_1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleandiskant-G01.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionslidee3_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,bass_guitar3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,tonysguitarstring-new_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleandiskant-D04-double.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,standard bend.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,DC3_2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanmidbass-E02-slap.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,electric_guitar_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,bass-n-ohm-140-1.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,g_001.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,GUITDO.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar_002.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Bminup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Emin.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,musicmanswoopg2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,lick01.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,electricguitar.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,strum.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,60s_Rock_Guitar - Cleangtr D3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar14.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Basse2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,fhshrt.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,GCHORD01.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Aco_b2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,gmajor_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionswoopd2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanmidbass-B02-slap.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,60s_Rock_Guitar - Cleangtr E4.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,bass_guitar.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cmajor.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleandiskant-01.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,5GC0D037.MP3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,ehshrt.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionswoopa1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,FUZZGUIT_001.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,s5_f00.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionpickedb2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Electric-Tube10-Chord-short_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,bass-n-ohm-140-3.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,FVA0Z287.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,rickenbackerharm9fshp3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,DC3_4.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcousticGuitarSmash.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,60s_Rock_Guitar - Cleangtr G3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Fmaj_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,lamayor.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,60s_Rock_Guitar - Cleangtr H3_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,4TH.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Amin.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Emaj.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,gsshrt.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanriff-A-03-12.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanmidbass-D02-twang.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleandiskant-D01-twang.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,chilla_guitar_chops_3_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Cminup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,ElectoStab.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Bmin.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,tonysguitarstring-new.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,MAJ7TH.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar10.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,gmajor.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Guitar.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Fminup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guit.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,DynoA3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,DC3_6.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Electric-VS40V-SingleNote-short.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionswoope1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,5GL7C005.MP3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanriff-B-03-123.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,sub_bass.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,FUZZGUIT.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Aco_g3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,BD Dist Gtr 15.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Aco_e1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,BWEE.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,=dirty_slap.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,12acguit - 12 String D3..wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,beef-d.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,highE.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,FENDER.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanbass-E-twang02.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,tuning.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,fmajor.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,A440Hz.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,GRINDER.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanmidbass-D01.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,a.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,twochords.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Dminup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionharm9gshp2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,5GL4A005.MP3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanbass-E-twang03.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleandiskant-D03-double.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,lick01_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,ELGUITAR.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Aminup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,12acguit - 12 String B2..wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Bmaj.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionharm9cshp3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,5GL7C005_001.MP3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanchord-D-02.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,1_trafic01.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,FVA0Z288.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionslidee2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,hispshrt.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionslidee3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Gmajup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,4TH_001.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,instr_acoustie.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,quantum_drive.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar13.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,DC3_3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,bass-n-ohm-140-1-dry_001.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionpickede2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,MIN7TH.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Fmaj.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,quantum_drive_long.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,d.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,b.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,AcGuit_Minor_Chords - Gminup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Dmajup.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,electric_guitar.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,nylo-la.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Aco_e6.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,BASSGTR_POP.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,12acguit - 12 String E2..wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionpickede3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,5-string-active-bass-slides-quick-demo.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,MAJOR.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionharm7e3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,e.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionharm9fshp3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,precisionslideb2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleanmidbass-E01-slap.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,cleandiskant-B01-twang.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Acoustic_Guitar_Chords - Gmajup_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,g.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,Electric-Tube10-SingleNote-short.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,EGUITAR.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar_003.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,musicmanswoope1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,DIMIN.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
guitar,Musical Instruments,guitar_004.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,Grillon.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,black-horned_tree_cricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,Cricket chirp.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,Grille.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket_006.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets_003.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,spring_field_cricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket-3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets_002.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket_004.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket_005.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,Crickets.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,higeshirosuzu_s.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKET_002.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets_006.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,bar.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,TOOTS.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,Crooster.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,585ss.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,treecricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKETS_001.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,GRILLONS.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,grilli.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,gfirmus.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets_001.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKETS.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKET_003.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,NIGHT.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets_005.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,585sss.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKET_001.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKET1.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKET.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,Cricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,Crickets.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKET2.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket 2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,grilli2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket_003.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket-1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKET2_001.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CricketChirping.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,house_cricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,4.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,1cricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,CRICKETJ.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,cricket_002.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,nightdog.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,northern_mole_cricket.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets_004.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,adomest.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
cricket,Musical Instruments,crickets1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,Metal Decay.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,edf48d_Metal_Baseball_Bat_Sound_Effect.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,rockfall.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,ric_metal-2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,metal3.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,metal.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,oot.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,iron_hit1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,JUNKYNS2.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,METALHI.WAV,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,effect-clonk-004-iron.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,timpani1.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,dog1_hedgehog04.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,creakmetal2.wav-{6fcc3e16-cb44-400c-b04c-c6bbf0055283}.dtapart,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,bustmetal2.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,Petronia.petronia.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,001042928_prev.mp3,www.findsounds.com,Tue Dec 16 20:08:43 2014
RockMetal,Musical Instruments,Metal Klink.wav,www.findsounds.com,Tue Dec 16 20:08:43 2014
